Industry,Topic,Domain,Employee_Size,Job_Level,iLead_Grade,Bombora_Score,Techno_Score,Intent_Signal,country
IT-Solutions-Provider,Data Automation,jrmcnd.com,201 to 500,Director,F,0,1,F,Bolivia
IT-Solutions-Provider,Data Automation,healthlinx.com,51 to 200,Director,F,0,1,F,Bosnia And Herzegovina
IT-Solutions-Provider,Data Automation,onr-inc.com,1001 to 5000,Director,F,0,1,F,Botswana
IT-Solutions-Provider,Data Automation,premierdocs.com,501 to 1000,Director,F,0,1,F,Bouvet Island
IT-Solutions-Provider,Data Automation,sleepdata.com,51 to 200,V-Level,F,0,1,F,Brazil
IT-Solutions-Provider,Data Automation,hcrg.com,51 to 200,Director,F,0,1,F,British Indian Ocean Territory
IT-Solutions-Provider,Data Automation,providentmemory.com,51 to 200,V-Level,F,0,1,F,British Virgin Islands
IT-Solutions-Provider,Data Automation,pchsgrant.com,201 to 500,Director,F,0,1,F,Brunei Darussalam
IT-Solutions-Provider,Data Automation,choosecovenant.org,501 to 1000,V-Level,F,0,1,F,Bulgaria
IT-Solutions-Provider,Data Automation,cypressrha.ca,1001 to 5000,Director,F,0,1,F,Burkina Faso
IT-Solutions-Provider,Data Automation,gracehcms.com,51 to 200,Director,F,0,1,F,Burundi
IT-Solutions-Provider,Data Automation,gprmc.com,1001 to 5000,Director,F,0,1,F,Cambodia
IT-Solutions-Provider,Data Automation,nursesandco.com,51 to 200,Director,F,0,1,F,Cameroon
IT-Solutions-Provider,Data Automation,ahcipa.com,51 to 200,Director,F,0,1,F,Canada
IT-Solutions-Provider,Data Automation,habitopco.com,201 to 500,Director,F,0,1,F,Cape Verde
IT-Solutions-Provider,Data Automation,hph-hospice.org,501 to 1000,Director,F,0,1,F,Cayman Islands
IT-Solutions-Provider,Data Automation,relianthomehealth.com,51 to 200,V-Level,F,0,1,F,Central African Republic
IT-Solutions-Provider,Data Automation,oneworldomaha.org,201 to 500,Director,F,0,1,F,Chad
IT-Solutions-Provider,Data Automation,sarrelldental.org,201 to 500,Director,F,0,1,F,Chile
IT-Solutions-Provider,Data Automation,integraequipment.com,51 to 200,Director,F,0,1,F,China
IT-Solutions-Provider,Data Automation,wrightrehab.com,201 to 500,Director,F,0,1,F,Christmas Island
IT-Solutions-Provider,Data Automation,nursecore.com,1001 to 5000,Director,F,0,1,F,Cocos Islands
IT-Solutions-Provider,Data Automation,mc-mgmt.com,51 to 200,V-Level,F,0,1,F,Colombia
IT-Solutions-Provider,Data Automation,opthc.org,501 to 1000,Director,F,0,1,F,Comoras
IT-Solutions-Provider,Data Automation,prolabinc.org,201 to 500,Director,F,0,1,F,Congo
IT-Solutions-Provider,Data Automation,assistgroup.com,51 to 200,Director,F,0,1,F,Cook Islands
IT-Solutions-Provider,Data Automation,clarionhospital.org,201 to 500,Director,F,0,1,F,Costa Rica
IT-Solutions-Provider,Data Automation,rfgh.net,501 to 1000,Director,F,0,1,F,Cote D Ivoire
IT-Solutions-Provider,Data Automation,tullyhill.com,51 to 200,Director,F,0,1,F,Croatia
IT-Solutions-Provider,Data Automation,saince.com,201 to 500,V-Level,F,0,1,F,Cuba
IT-Solutions-Provider,Data Automation,mjcare.com,501 to 1000,Director,F,0,1,F,Cyprus
IT-Solutions-Provider,Data Automation,marsauditor.com,51 to 200,V-Level,F,0,1,F,Czech Republic
IT-Solutions-Provider,Data Automation,conceptrehab.com,501 to 1000,V-Level,F,0,1,F,Denmark
IT-Solutions-Provider,Data Automation,lifeskills.com,201 to 500,V-Level,F,0,1,F,Djibouti
IT-Solutions-Provider,Data Automation,beverly.org,1001 to 5000,Director,F,0,1,F,Dominica
IT-Solutions-Provider,Data Automation,hcltdri.com,51 to 200,Director,F,0,1,F,Dominican Republic
IT-Solutions-Provider,Data Automation,drivinghp.com,51 to 200,Director,F,0,1,F,East Timor
IT-Solutions-Provider,Data Automation,pt-cpr.com,51 to 200,V-Level,F,0,1,F,Ecuador
IT-Solutions-Provider,Data Automation,peakras.com,51 to 200,Director,F,0,1,F,Egypt
IT-Solutions-Provider,Data Automation,mbahealthgroup.com,51 to 200,V-Level,F,0,1,F,El Salvador
IT-Solutions-Provider,Data Automation,circlesofcareinc.org,501 to 1000,Director,F,0,1,F,Equatorial Guinea
IT-Solutions-Provider,Data Automation,isalushealthcare.com,11 to 50,V-Level,F,0,1,F,Eritrea
IT-Solutions-Provider,Data Automation,achp.org,11 to 50,Director,F,0,1,F,Estonia
IT-Solutions-Provider,Data Automation,feinbergconsulting.com,51 to 200,Director,F,0,1,F,Ethiopia
IT-Solutions-Provider,Data Automation,carekinesis.com,201 to 500,V-Level,F,0,1,F,European Union
IT-Solutions-Provider,Data Automation,vhan.com,201 to 500,Director,F,0,1,F,Falkland Islands
IT-Solutions-Provider,Data Automation,marlora.com,51 to 200,Director,F,0,1,F,Faroe Islands
IT-Solutions-Provider,Data Automation,granditasca.org,501 to 1000,Director,F,0,1,F,Fiji
IT-Solutions-Provider,Data Automation,cmcfc.org,5001 to 10000,Director,F,0,1,F,Finland
IT-Solutions-Provider,Data Automation,dovehealthcare.com,501 to 1000,Director,F,0,1,F,France
IT-Solutions-Provider,Data Automation,lifeguardambulance.com,501 to 1000,V-Level,F,0,1,F,France Metropolitan
IT-Solutions-Provider,Data Automation,goodallhospital.org,501 to 1000,Director,F,0,1,F,French Guiana
IT-Solutions-Provider,Data Automation,hcpipa.com,201 to 500,Director,F,0,1,F,French Polynesia
IT-Solutions-Provider,Data Automation,ncchca.org,1 to 10,Director,F,0,1,F,French Southern Territories
IT-Solutions-Provider,Data Automation,tha.org,51 to 200,V-Level,F,0,1,F,Gabon
IT-Solutions-Provider,Data Automation,rnct.com,1001 to 5000,V-Level,F,0,1,F,Gambia
IT-Solutions-Provider,Data Automation,condell.org,1001 to 5000,Director,F,0,1,F,Georgia
IT-Solutions-Provider,Data Automation,pediatrichomehealthcare.com,201 to 500,Director,F,0,1,F,Germany
IT-Solutions-Provider,Data Automation,gcrmc.org,501 to 1000,Director,F,0,1,F,Ghana
IT-Solutions-Provider,Data Automation,pinelandcsb.org,51 to 200,Director,F,0,1,F,Gibraltar
IT-Solutions-Provider,Data Automation,wmmc.com,501 to 1000,Director,F,0,1,F,Greece
IT-Solutions-Provider,Data Automation,alliancehealthdeaconess.com,501 to 1000,Director,F,0,1,F,Greenland
IT-Solutions-Provider,Data Automation,supercaremed.com,201 to 500,Director,F,0,1,F,Grenada
IT-Solutions-Provider,Data Automation,cacfinancial.com,1 to 10,V-Level,F,0,1,F,Guadeloupe
IT-Solutions-Provider,Data Automation,alliancemedllc.com,51 to 200,V-Level,F,0,1,F,Guam
IT-Solutions-Provider,Data Automation,medbridgegroup.com,10001+,Director,F,0,1,F,Guatemala
IT-Solutions-Provider,Data Automation,patientengagementadvisors.com,51 to 200,V-Level,F,0,1,F,Guernsey
IT-Solutions-Provider,Data Automation,indispensablehealthcare.com,51 to 200,Director,F,0,1,F,Guinea
IT-Solutions-Provider,Data Automation,nautilushmg.com,501 to 1000,V-Level,F,0,1,F,Guinea-bissau
IT-Solutions-Provider,Data Automation,ultimaterehabltd.com,51 to 200,Director,F,0,1,F,Guyana
IT-Solutions-Provider,Data Automation,qitp.com,11 to 50,V-Level,F,0,1,F,Haiti
IT-Solutions-Provider,Data Automation,dermpathlab.com,51 to 200,Director,F,0,1,F,Heard & Mcdonald Island
IT-Solutions-Provider,Data Automation,prestigehcm.com,201 to 500,Director,F,0,1,F,Honduras
IT-Solutions-Provider,Data Automation,sachealthsystem.org,201 to 500,Director,F,0,1,F,Hong Kong
IT-Solutions-Provider,Data Automation,caringhospice.com,51 to 200,Director,F,0,1,F,Hungary
IT-Solutions-Provider,Data Automation,waitingroomsolutions.com,51 to 200,V-Level,F,0,1,F,Iceland
IT-Solutions-Provider,Data Automation,centuryhospice.com,10001+,Director,F,0,1,F,India
IT-Solutions-Provider,Data Automation,sleepservices.net,1001 to 5000,Director,F,0,1,F,Indonesia
IT-Solutions-Provider,Data Automation,threerivershealth.org,501 to 1000,Director,F,0,1,F,Iran
IT-Solutions-Provider,Data Automation,tristarhealth.com,10001+,Director,F,0,1,F,Iraq
IT-Solutions-Provider,Data Automation,angelcarenurses.com,51 to 200,V-Level,F,0,1,F,Ireland
IT-Solutions-Provider,Data Automation,mountainhospice.com,51 to 200,Director,F,0,1,F,Isle Of Man
IT-Solutions-Provider,Data Automation,thecamelotdifference.com,51 to 200,Director,F,0,1,F,Israel
IT-Solutions-Provider,Data Automation,cardiopulmonarycorp.com,51 to 200,V-Level,F,0,1,F,Italy
IT-Solutions-Provider,Data Automation,schoollane.org,51 to 200,Director,F,0,1,F,Jamaica
IT-Solutions-Provider,Data Automation,baystatept.com,201 to 500,Director,F,0,1,F,Japan
IT-Solutions-Provider,Data Automation,hfc-az.com,201 to 500,Director,F,0,1,F,Jersey
IT-Solutions-Provider,Data Automation,covenantcareathome.org,201 to 500,Director,F,0,1,F,Jordan
IT-Solutions-Provider,Data Automation,phs.com,10001+,Director,F,0,1,F,Kazakhstan
IT-Solutions-Provider,Data Automation,thelutheranhome.org,501 to 1000,V-Level,F,0,1,F,Kenya
IT-Solutions-Provider,Data Automation,4signatureservice.com,201 to 500,V-Level,F,0,1,F,Kiribati
IT-Solutions-Provider,Data Automation,kfmc.org,51 to 200,Director,F,0,1,F,"Korea, Dem. Peoples Rep Of"
IT-Solutions-Provider,Data Automation,mbxperts.com,51 to 200,Director,F,0,1,F,"Korea, Republic Of"
IT-Solutions-Provider,Data Automation,rmslifeline.com,501 to 1000,Director,F,0,1,F,Kuwait
IT-Solutions-Provider,Data Automation,averinformatics.com,51 to 200,Director,F,0,1,F,Kyrgyzstan
IT-Solutions-Provider,Data Automation,theracareinc.com,201 to 500,V-Level,F,0,1,F,Lao PDR
IT-Solutions-Provider,Data Automation,derrymedicalcenter.com,51 to 200,Director,F,0,1,F,Latvia
IT-Solutions-Provider,Data Automation,stric.com,201 to 500,V-Level,F,0,1,F,Lebanon
IT-Solutions-Provider,Data Automation,snhhs.org,1001 to 5000,Director,F,0,1,F,Lesotho
IT-Solutions-Provider,Data Automation,care.info,201 to 500,Director,F,0,1,F,Liberia
IT-Solutions-Provider,Data Automation,grhsonline.org,501 to 1000,Director,F,0,1,F,Libyan Arab Jamahiriya
IT-Solutions-Provider,Data Automation,opti-script.com,51 to 200,Director,F,0,1,F,Liechtenstein
IT-Solutions-Provider,Data Automation,usitexas.com,201 to 500,Director,F,0,1,F,Lithuania
IT-Solutions-Provider,Data Automation,ufcwtrust.com,51 to 200,Director,F,0,1,F,Luxembourg
IT-Solutions-Provider,Data Automation,cfrhelps.org,51 to 200,Director,F,0,1,F,Macau
IT-Solutions-Provider,Data Automation,lenoir.org,501 to 1000,Director,F,0,1,F,Macedonia
IT-Solutions-Provider,Data Automation,nursingplacement.com,201 to 500,Director,F,0,1,F,Madagascar
IT-Solutions-Provider,Data Automation,cornerstonehospice.org,51 to 200,Director,F,0,1,F,Malawi
IT-Solutions-Provider,Data Automation,prexushealth.com,51 to 200,Director,F,0,1,F,Malaysia
IT-Solutions-Provider,Data Automation,hvhospice.org,501 to 1000,V-Level,F,0,1,F,Maldives
IT-Solutions-Provider,Data Automation,sunshineclinic.org,51 to 200,Director,F,0,1,F,Mali
IT-Solutions-Provider,Data Automation,profil-research.com,51 to 200,Director,F,0,1,F,Malta
IT-Solutions-Provider,Data Automation,aaamed.org,51 to 200,Director,F,0,1,F,Marshall Islands
IT-Solutions-Provider,Data Automation,lmvna.org,201 to 500,Director,F,0,1,F,Martinique
IT-Solutions-Provider,Data Automation,tvhc.org,201 to 500,Director,F,0,1,F,Mauritania
IT-Solutions-Provider,Data Automation,simione.com,11 to 50,Director,F,0,1,F,Mauritius
IT-Solutions-Provider,Data Automation,lineagen.com,51 to 200,V-Level,F,0,1,F,Mayotte
IT-Solutions-Provider,Data Automation,absolutecaremanagement.com,501 to 1000,Director,F,0,1,F,Mexico
IT-Solutions-Provider,Data Automation,menaregional.com,201 to 500,Director,F,0,1,F,Micronesia
IT-Solutions-Provider,Data Automation,completerx.com,201 to 500,Director,F,0,1,F,Moldava Republic Of
IT-Solutions-Provider,Data Automation,hospicebythebay.org,201 to 500,Director,F,0,1,F,Monaco
IT-Solutions-Provider,Data Automation,riverranchradiology.com,51 to 200,Director,F,0,1,F,Mongolia
IT-Solutions-Provider,Data Automation,hospices.org,501 to 1000,Director,F,0,1,F,Montenegro
IT-Solutions-Provider,Data Automation,cchci.org,51 to 200,Director,F,0,1,F,Montserrat
IT-Solutions-Provider,Data Automation,finr.net,501 to 1000,Director,F,0,1,F,Morocco
IT-Solutions-Provider,Data Automation,intrafusion.com,201 to 500,Director,F,0,1,F,Mozambique
IT-Solutions-Provider,Data Automation,ffcc.com,51 to 200,V-Level,F,0,1,F,Myanmar
IT-Solutions-Provider,Data Automation,montrosehospital.com,501 to 1000,Director,F,0,1,F,Namibia
IT-Solutions-Provider,Data Automation,duvasawko.com,201 to 500,Director,F,0,1,F,Nauru
IT-Solutions-Provider,Data Automation,southernltc.com,501 to 1000,Director,F,0,1,F,Nepal
IT-Solutions-Provider,Data Automation,soyringconsulting.com,11 to 50,V-Level,F,0,1,F,Netherlands
IT-Solutions-Provider,Data Automation,shadyshorescommunities.com,51 to 200,Director,F,0,1,F,Netherlands Antilles
IT-Solutions-Provider,Data Automation,pol.net,501 to 1000,Director,F,0,1,F,New Caledonia
IT-Solutions-Provider,Data Automation,silvercrest.org,501 to 1000,Director,F,0,1,F,New Zealand
IT-Solutions-Provider,Data Automation,mcvi.com,51 to 200,Director,F,0,1,F,Nicaragua
IT-Solutions-Provider,Data Automation,governanceinstitute.com,201 to 500,V-Level,F,0,1,F,Niger
IT-Solutions-Provider,Data Automation,csachelp.com,201 to 500,V-Level,F,0,1,F,Nigeria
IT-Solutions-Provider,Data Automation,pgmbilling.com,51 to 200,V-Level,F,0,1,F,Niue
IT-Solutions-Provider,Data Automation,peninsulahospital.org,1 to 10,Director,F,0,1,F,Norfolk Island
IT-Solutions-Provider,Data Automation,nbhh.com,1 to 10,Director,F,0,1,F,Northern Mariana Islands
IT-Solutions-Provider,Data Automation,nachc.org,51 to 200,Director,F,0,1,F,Norway
IT-Solutions-Provider,Data Automation,jhcvirginia.org,51 to 200,Director,F,0,1,F,Oman
IT-Solutions-Provider,Data Automation,parkmed.com,201 to 500,Director,F,0,1,F,Pakistan
IT-Solutions-Provider,Data Automation,pinnaclehh.com,51 to 200,Director,F,0,1,F,Palau
IT-Solutions-Provider,Data Automation,absoluterespiratorycare.com,11 to 50,V-Level,F,0,1,F,Palestine
IT-Solutions-Provider,Data Automation,ppxray.com,51 to 200,Director,F,0,1,F,Panama
IT-Solutions-Provider,Data Automation,familyhealthgroup.com,201 to 500,Director,F,0,1,F,Papua New Guinea
IT-Solutions-Provider,Data Automation,goldenheartseniorcare.com,501 to 1000,V-Level,F,0,1,F,Paraguay
IT-Solutions-Provider,Data Automation,medicalcenterhealthsystem.com,1001 to 5000,Director,F,0,1,F,Peru
IT-Solutions-Provider,Data Automation,cua.md,501 to 1000,Director,F,0,1,F,Philippines
IT-Solutions-Provider,Data Automation,forensiclaboratories.com,51 to 200,Director,F,0,1,F,Pitcairn
IT-Solutions-Provider,Data Automation,gemambulance.com,201 to 500,Director,F,0,1,F,Poland
IT-Solutions-Provider,Data Automation,kohud.kendal.org,51 to 200,Director,F,0,1,F,Portugal
IT-Solutions-Provider,Data Automation,nflwc.com,51 to 200,Director,F,0,1,F,Puerto Rico
IT-Solutions-Provider,Data Automation,cytocheck.com,51 to 200,Director,F,0,1,F,Qatar
IT-Solutions-Provider,Data Automation,mercymed.com,10001+,Director,F,0,1,F,Reunion
IT-Solutions-Provider,Data Automation,ereceivables.co,51 to 200,Director,F,0,1,F,Romania
IT-Solutions-Provider,Data Automation,seniorlivingproperties.com,51 to 200,Director,F,0,1,F,Russia
IT-Solutions-Provider,Data Automation,adhealthcare.com,201 to 500,Director,F,0,1,F,Rwanda
IT-Solutions-Provider,Data Automation,alliancemobilehealth.org,51 to 200,Director,F,0,1,F,Saint Kitts And Nevis
IT-Solutions-Provider,Data Automation,foresightmedical.com,51 to 200,V-Level,F,0,1,F,Saint Lucia
IT-Solutions-Provider,Data Automation,rehabselect.net,51 to 200,V-Level,F,0,1,F,Saint Vincent And The Grenadines
IT-Solutions-Provider,Data Automation,kerlanjobe.com,51 to 200,Director,F,0,1,F,Samoa
IT-Solutions-Provider,Data Automation,madisonparishhospital.com,51 to 200,Director,F,0,1,F,San Marino
IT-Solutions-Provider,Data Automation,pdtrust.com,51 to 200,Director,F,0,1,F,Sao Tome And Principe
IT-Solutions-Provider,Data Automation,summersky.us,51 to 200,Director,F,0,1,F,Saudi Arabia
IT-Solutions-Provider,Data Automation,belair-manor.net,501 to 1000,Director,F,0,1,F,Scotland
IT-Solutions-Provider,Data Automation,skil-care.com,51 to 200,V-Level,F,0,1,F,Senegal
IT-Solutions-Provider,Data Automation,primemed.net,201 to 500,Director,F,0,1,F,Serbia
IT-Solutions-Provider,Data Automation,chipinaw.com,201 to 500,Director,F,0,1,F,Seychelles
IT-Solutions-Provider,Data Automation,beryl.net,201 to 500,Director,F,0,1,F,Sierra Leone
IT-Solutions-Provider,Data Automation,kch.com,501 to 1000,V-Level,F,0,1,F,Singapore
IT-Solutions-Provider,Data Automation,jlteamworks.com,51 to 200,Director,F,0,1,F,Slovakia
IT-Solutions-Provider,Data Automation,accofmi.com,201 to 500,V-Level,F,0,1,F,Slovenia
IT-Solutions-Provider,Data Automation,miaseniorliving.com,51 to 200,Director,F,0,1,F,Solomon Islands
IT-Solutions-Provider,Data Automation,dubuis.org,51 to 200,V-Level,F,0,1,F,Somalia
IT-Solutions-Provider,Data Automation,aurorahealthmgt.com,201 to 500,Director,F,0,1,F,South Africa
IT-Solutions-Provider,Data Automation,bienvilleortho.com,51 to 200,Director,F,0,1,F,South Georgia And The South Sandwich Islands
IT-Solutions-Provider,Data Automation,1st-care.org,501 to 1000,Director,F,0,1,F,Soviet Union
IT-Solutions-Provider,Data Automation,dmrs.net,51 to 200,Director,F,0,1,F,Spain
IT-Solutions-Provider,Data Automation,artofcareservices.com,201 to 500,Director,F,0,1,F,Sri Lanka
IT-Solutions-Provider,Data Automation,kadan.org,201 to 500,V-Level,F,0,1,F,St. Helena
IT-Solutions-Provider,Data Automation,fhhs.com,51 to 200,Director,F,0,1,F,St. Pierre And Miquelon
IT-Solutions-Provider,Data Automation,gpwhealthcenter.org,51 to 200,Director,F,0,1,F,Sudan
IT-Solutions-Provider,Data Automation,judymadrigal.com,501 to 1000,Director,F,0,1,F,Suriname
IT-Solutions-Provider,Data Automation,oamri.com,51 to 200,Director,F,0,1,F,Svalbard And Jan Mayen
IT-Solutions-Provider,Data Automation,goddardhouse.org,51 to 200,Director,F,0,1,F,Swaziland
IT-Solutions-Provider,Data Automation,zhealthcare.com,51 to 200,Director,F,0,1,F,Sweden
IT-Solutions-Provider,Data Automation,miamibeachmedicalgroup.com,201 to 500,Director,F,0,1,F,Switzerland
IT-Solutions-Provider,Data Automation,ascentialcare.com,51 to 200,V-Level,F,0,1,F,Syrian Arab Republic
IT-Solutions-Provider,Data Automation,healthendeavors.com,51 to 200,Director,F,0,1,F,Taiwan
IT-Solutions-Provider,Data Automation,pacificfertility.com,51 to 200,Director,F,0,1,F,Tajikistan
IT-Solutions-Provider,Data Automation,recoveryunplugged.com,201 to 500,Director,F,0,1,F,"Tanzania, United Republic Of"
IT-Solutions-Provider,Data Automation,regentsurgicalhealth.com,201 to 500,V-Level,F,0,1,F,Thailand
IT-Solutions-Provider,Data Automation,medstaffalternatives.com,501 to 1000,Director,F,0,1,F,Togo
IT-Solutions-Provider,Data Automation,nebraskaspinecenter.com,51 to 200,Director,F,0,1,F,Tokelau
IT-Solutions-Provider,Data Automation,mesaviewhospital.com,501 to 1000,Director,F,0,1,F,Tonga
IT-Solutions-Provider,Data Automation,peachtreetranscription.com,51 to 200,Director,F,0,1,F,Trinidad And Tobago
IT-Solutions-Provider,Data Automation,hwsusa.com,201 to 500,Director,F,0,1,F,Tunisia
IT-Solutions-Provider,Data Automation,jumpsimulation.org,51 to 200,Director,F,0,1,F,Turkey
IT-Solutions-Provider,Data Automation,pinehurstmedical.com,501 to 1000,Director,F,0,1,F,Turkmenistan
IT-Solutions-Provider,Data Automation,southshorehomehealth.com,501 to 1000,V-Level,F,0,1,F,Turks And Caicos Islands
IT-Solutions-Provider,Data Automation,ccipowerinside.com,51 to 200,Director,F,0,1,F,Tuvalu
IT-Solutions-Provider,Data Automation,sysinformation.com,501 to 1000,Director,F,0,1,F,Uganda
IT-Solutions-Provider,Data Automation,helpfinancial.com,51 to 200,Director,F,0,1,F,Ukraine
IT-Solutions-Provider,Data Automation,bmctotalcare.com,501 to 1000,Director,F,0,1,F,United Arab Emirates
IT-Solutions-Provider,Data Automation,safepassagenm.com,51 to 200,V-Level,F,0,1,F,United Kingdom
IT-Solutions-Provider,Data Automation,oppc.com,51 to 200,V-Level,F,0,1,F,United States
IT-Solutions-Provider,Data Automation,prairiehealth.org,51 to 200,Director,F,0,1,F,United States Minor Outlying Islands
IT-Solutions-Provider,Data Automation,firstcoastheart.com,51 to 200,Director,F,0,1,F,Uruguay
IT-Solutions-Provider,Data Automation,centervilleclinics.com,201 to 500,Director,F,0,1,F,Uzbekistan
IT-Solutions-Provider,Data Automation,advanceddiagnosticgroup.com,51 to 200,Director,F,0,1,F,Vanuatu
IT-Solutions-Provider,Data Automation,elitesurgicalaffiliates.com,51 to 200,V-Level,F,0,1,F,Vatican City State
IT-Solutions-Provider,Data Automation,acmconline.org,201 to 500,Director,F,0,1,F,Venezuela
IT-Solutions-Provider,Data Automation,booneheart.com,11 to 50,V-Level,F,0,1,F,Viet Nam
IT-Solutions-Provider,Data Automation,medtech4solutions.com,51 to 200,V-Level,F,0,1,F,Virgin Islands (u.s.)
IT-Solutions-Provider,Data Automation,specialtylabs.com,501 to 1000,V-Level,F,0,1,F,Wallis And Futuna Islands
IT-Solutions-Provider,Data Automation,radiantseniorliving.com,501 to 1000,Director,F,0,1,F,Western Sahara
IT-Solutions-Provider,Data Automation,generationsolutions.net,201 to 500,Director,F,0,1,F,Yemen
IT-Solutions-Provider,Data Automation,choicemg.com,51 to 200,Director,F,0,1,F,Zambia
IT-Solutions-Provider,Data Automation,cvhcare.com,201 to 500,Director,F,0,1,F,Zimbabwe
IT-Solutions-Provider,Data Automation,esperanzahealth.com,51 to 200,Director,F,0,1,F,Afghanistan
IT-Solutions-Provider,Data Automation,commonwealthhealth.net,5001 to 10000,Director,F,0,1,F,Aland Islands
IT-Solutions-Provider,Data Automation,vvgmc.com,501 to 1000,V-Level,F,0,1,F,Albania
IT-Solutions-Provider,Data Automation,paragonhcg.com,51 to 200,Director,F,0,1,F,Algeria
IT-Solutions-Provider,Data Automation,oberd.com,201 to 500,Director,F,0,1,F,American Samoa
IT-Solutions-Provider,Data Automation,neontherapeutics.com,51 to 200,Director,F,0,1,F,Andorra
IT-Solutions-Provider,Data Automation,orthoengineering.com,51 to 200,Director,F,0,1,F,Angola
IT-Solutions-Provider,Data Automation,eldercare4families.com,51 to 200,Director,F,0,1,F,Anguilla
IT-Solutions-Provider,Data Automation,americanpharma.net,1001 to 5000,V-Level,F,0,1,F,Antarctica
IT-Solutions-Provider,Data Automation,varis1.com,51 to 200,V-Level,F,0,1,F,Antigua And Barbuda
IT-Solutions-Provider,Data Automation,ac-pc.com,51 to 200,Director,F,0,1,F,Argentina
IT-Solutions-Provider,Data Automation,universityorthopedics.com,201 to 500,Director,F,0,1,F,Armenia
IT-Solutions-Provider,Data Automation,hcrcvgrp.com,51 to 200,Director,F,0,1,F,Aruba
IT-Solutions-Provider,Data Automation,unhsinc.org,201 to 500,Director,F,0,1,F,Ascension Island
IT-Solutions-Provider,Data Automation,casadorinda.org,201 to 500,Director,F,0,1,F,Australia
IT-Solutions-Provider,Data Automation,uscwv.org,501 to 1000,Director,F,0,1,F,Austria
IT-Solutions-Provider,Data Automation,pcpcc.net,1 to 10,Director,F,0,1,F,Azerbaijan
IT-Solutions-Provider,Data Automation,executivehomecare.com,201 to 500,Director,F,0,1,F,Bahamas
IT-Solutions-Provider,Data Automation,ppmhv.org,501 to 1000,V-Level,F,0,1,F,Bahrain
IT-Solutions-Provider,Data Automation,achievebeyondusa.com,1001 to 5000,Director,F,0,1,F,Bangladesh
IT-Solutions-Provider,Data Automation,aegishp.com,51 to 200,Director,F,0,1,F,Barbados
IT-Solutions-Provider,Data Automation,delapro.com,201 to 500,Director,F,0,1,F,Belarus
IT-Solutions-Provider,Data Automation,cardonhealthcare.com,1001 to 5000,V-Level,F,0,1,F,Belgium
IT-Solutions-Provider,Data Automation,loriknappcompanies.com,201 to 500,Director,F,0,1,F,Belize
IT-Solutions-Provider,Data Automation,rubic.com,51 to 200,Director,F,0,1,F,Benin
IT-Solutions-Provider,Data Automation,cumberlandfamilymedical.com,501 to 1000,Director,F,0,1,F,Bermuda
IT-Solutions-Provider,Data Automation,promd.us,51 to 200,Director,F,0,1,F,Bhutan
IT-Solutions-Provider,Data Automation,vahs.com,51 to 200,Director,F,0,1,F,Bolivia
IT-Solutions-Provider,Data Automation,cooperativehomecare.com,51 to 200,Director,F,0,1,F,Bosnia And Herzegovina
IT-Solutions-Provider,Data Automation,livinrite.com,51 to 200,Director,F,0,1,F,Botswana
IT-Solutions-Provider,Data Automation,dynamicinfusion.com,51 to 200,V-Level,F,0,1,F,Bouvet Island
IT-Solutions-Provider,Data Automation,magnoliarmc.org,51 to 200,Director,F,0,1,F,Brazil
IT-Solutions-Provider,Data Automation,scenicbluffs.org,51 to 200,Director,F,0,1,F,British Indian Ocean Territory
IT-Solutions-Provider,Data Automation,expeditive.com,51 to 200,V-Level,F,0,1,F,British Virgin Islands
IT-Solutions-Provider,Data Automation,ussafetyservices.com,51 to 200,V-Level,F,0,1,F,Brunei Darussalam
IT-Solutions-Provider,Data Automation,scanstat.com,201 to 500,V-Level,F,0,1,F,Bulgaria
IT-Solutions-Provider,Data Automation,vnalowell.org,51 to 200,Director,F,0,1,F,Burkina Faso
IT-Solutions-Provider,Data Automation,fivepointshc.com,501 to 1000,V-Level,F,0,1,F,Burundi
IT-Solutions-Provider,Data Automation,homesteadhospice.net,501 to 1000,Director,F,0,1,F,Cambodia
IT-Solutions-Provider,Data Automation,premiseusa.com,51 to 200,Director,F,0,1,F,Cameroon
IT-Solutions-Provider,Data Automation,directtrust.org,51 to 200,Director,F,0,1,F,Canada
IT-Solutions-Provider,Data Automation,credocommunitycenter.com,51 to 200,Director,F,0,1,F,Cape Verde
IT-Solutions-Provider,Data Automation,laureatemed.com,51 to 200,Director,F,0,1,F,Cayman Islands
IT-Solutions-Provider,Data Automation,dispatchhealth.com,201 to 500,V-Level,F,0,1,F,Central African Republic
IT-Solutions-Provider,Data Automation,ourlab.net,51 to 200,V-Level,F,0,1,F,Chad
IT-Solutions-Provider,Data Automation,chespenn.org,51 to 200,Director,F,0,1,F,Chile
IT-Solutions-Provider,Data Automation,inrecordtime.net,51 to 200,Director,F,0,1,F,China
IT-Solutions-Provider,Data Automation,dmshg.com,501 to 1000,Director,F,0,1,F,Christmas Island
IT-Solutions-Provider,Data Automation,watersedgeusa.com,201 to 500,V-Level,F,0,1,F,Cocos Islands
IT-Solutions-Provider,Data Automation,masterplan-inc.com,201 to 500,V-Level,F,0,1,F,Colombia
IT-Solutions-Provider,Data Automation,horizoncareservices.com,201 to 500,V-Level,F,0,1,F,Comoras
IT-Solutions-Provider,Data Automation,curryhealth.org,201 to 500,Director,F,0,1,F,Congo
